ADANIENT.NS,BAJAJ-AUTO.NS,HDFCBANK.NS,RELIANCE.NS,TECHM.NS,TITAN.NS
25.70262336730957,399.5660400390625,109.37226104736328,450.35784912109375,251.6290740966797,67.91751098632812
28.81865692138672,401.5261535644531,109.8182601928711,456.9635009765625,252.01907348632812,68.14480590820312
29.10903549194336,419.14154052734375,118.12720489501953,482.6864929199219,264.41192626953125,68.23800659179688
29.46497344970703,417.25665283203125,118.29669952392578,486.32794189453125,253.44268798828125,67.578857421875
29.858381271362305,416.9479064941406,117.60540008544922,506.3446044921875,250.10801696777344,66.85604858398438
31.2915096282959,429.84259033203125,120.10741424560547,523.0084228515625,247.27066040039062,66.26509094238281
31.022987365722656,422.0190124511719,124.55403137207031,532.8002319335938,248.78199768066406,66.67875671386719
30.763843536376953,418.6495056152344,122.71210479736328,515.55908203125,257.6450500488281,66.04915618896484
30.807552337646484,422.9866027832031,127.82323455810547,514.7486572265625,264.1095886230469,66.01734924316406
34.74162673950195,423.4369812011719,128.05514526367188,510.25244140625,260.1607360839844,66.77422332763672
38.41654968261719,416.84796142578125,125.91880798339844,508.9533996582031,254.0471954345703,66.05598449707031
40.39920425415039,423.5119934082031,127.0918197631836,531.9788208007812,257.245361328125,66.4969253540039
40.24309539794922,429.292236328125,125.74491119384766,538.6398315429688,254.3105010986328,69.01307678222656
43.9055290222168,436.2398376464844,125.16061401367188,553.4275512695312,254.37867736816406,66.48558044433594
40.54907989501953,433.037109375,125.53524780273438,537.5962524414062,253.4622039794922,65.7855224609375
44.604915618896484,441.1357421875,126.76622772216797,577.29638671875,257.45013427734375,69.02896118164062
46.43769454956055,437.3408203125,126.3915786743164,581.3820190429688,281.2801513671875,68.28800964355469
46.49077606201172,437.0822448730469,130.29408264160156,584.079833984375,296.29583740234375,68.99715423583984
44.23336410522461,423.8122863769531,127.79644775390625,569.6917724609375,277.8771667480469,67.1719970703125
45.86944580078125,432.6200866699219,133.72825622558594,592.0286865234375,281.8651428222656,69.36308288574219
44.776649475097656,423.7372131347656,134.4908905029297,588.7425537109375,273.8210754394531,71.72240447998047
43.40596008300781,414.5792541503906,130.47694396972656,596.73583984375,267.3857727050781,69.18807220458984
41.45140838623047,410.3922424316406,123.82710266113281,573.5552368164062,272.6899719238281,70.00179290771484
38.35411071777344,418.3491516113281,121.87806701660156,548.276123046875,260.34600830078125,71.01779174804688
41.975955963134766,412.9945983886719,122.37311553955078,535.1205444335938,246.17860412597656,69.35855865478516
46.17543029785156,421.12664794921875,132.7470703125,577.26318359375,246.8904266357422,74.73631286621094
47.1589469909668,416.2723693847656,135.04397583007812,580.6380615234375,244.32606506347656,75.41365814208984
49.17906188964844,417.05633544921875,138.6164093017578,583.524658203125,239.18753051757812,74.87039947509766
52.44184494018555,419.2500305175781,137.94740295410156,599.122802734375,238.5342254638672,77.06605529785156
53.05069351196289,418.32415771484375,146.9075164794922,627.8987426757812,241.5861053466797,79.96177673339844
50.91817092895508,414.29559326171875,144.5526123046875,614.9318237304688,240.1041259765625,77.77750396728516
49.69112014770508,412.8443603515625,147.48284912109375,618.1068115234375,235.40440368652344,78.35708618164062
51.583213806152344,405.3211669921875,150.76539611816406,595.192626953125,227.32131958007812,74.66585540771484
49.60369873046875,404.75396728515625,157.92811584472656,602.4533081054688,226.10244750976562,75.7591323852539
49.806636810302734,399.84136962890625,153.07122802734375,590.8739013671875,223.85020446777344,75.80459594726562
49.75980758666992,413.3782958984375,152.3710174560547,591.995361328125,216.849365234375,73.88849639892578
49.965877532958984,406.48876953125,144.2226104736328,615.2426147460938,205.58763122558594,76.66603088378906
50.02832794189453,405.8966064453125,138.73680114746094,609.0145263671875,202.93551635742188,73.88849639892578
48.8387336730957,388.3396301269531,131.7792510986328,594.0824584960938,194.0430908203125,71.09735107421875
50.27497863769531,390.0661315917969,140.41824340820312,597.9681396484375,200.1175994873047,72.5542984008789
52.79153823852539,390.5915832519531,156.30470275878906,641.343017578125,201.5899658203125,71.2382583618164
52.560489654541016,389.0235290527344,151.6796875,638.3789672851562,201.87269592285156,69.20626831054688
51.976627349853516,391.25048828125,150.48890686035156,639.8331909179688,200.71240234375,68.95851135253906
54.57748794555664,404.987548828125,147.58543395996094,633.0054931640625,208.32749938964844,68.935791015625
53.95302963256836,405.2210388183594,145.4223175048828,618.3400268554688,202.9452362060547,68.17890167236328
51.839237213134766,403.6947937011719,141.015869140625,601.609619140625,195.3203887939453,65.62184143066406
51.767433166503906,412.44403076171875,141.97923278808594,604.9955444335938,191.1082305908203,64.7149658203125
